Avg_Temp(C),Avg_Humid(%),Solar Radiation,Building Type,Building Height,Building Area,Power Consumption
27.054112413882,65.5854784826528,132.62531976768963,Single House,5.394297947164912,170.4966459149815,401.9185513315148
30.006958273931584,82.71219327243884,160.8096542880645,Apartments,74.39231010045597,60.054626442944084,1015.5787079343878
39.01164404351293,50.234571842649146,268.26398646571914,Townhouse,11.667462424773916,50.0,371.13608106253935
42.669227605949644,49.56482677069177,272.5101493149285,Single House,4.191470050662915,235.55146157818118,488.3722562240616
31.87668304849985,54.936511555339195,134.81288621557957,Apartments,70.51063672289013,144.060024264075,1026.5692650115232
33.86493220712555,48.24946038950546,189.51113461235457,Apartments,86.39266949318129,122.48915827182911,1160.8814050293608
38.9155540436488,59.37132332389752,119.97932326653195,Single House,5.374501580348283,131.9758095278218,385.5924990874908
31.279305161673356,27.72996625683215,358.6472923772692,Single House,3.744669823776121,207.58477626467933,410.29689491821097
24.864431404530258,70.03610839876217,252.8439079320713,Single House,4.750524617748296,316.4614577300348,545.6803548667168
32.08602353957671,94.29471573692246,181.61091701042938,Duplex,16.65909225998416,126.68567961004885,530.2549182660582
27.1773044543043,85.70560961033328,100.8992051237571,Single House,4.836235725647034,150.2854282856805,392.4638426787387
35.9435288979639,86.92585407209938,109.3928573559148,Townhouse,12.751740689698456,205.50772061481757,552.5820037556905
28.57982717344891,68.81888061211005,228.07687241952672,Townhouse,10.817851377866987,172.96918532739784,475.3338855195953
30.132276437814475,48.28185133289587,306.70692187613656,Single House,3.2804983342750917,218.9721281300341,424.1501956115985
30.346641880121947,72.92476342245547,110.70170071819308,Single House,5.416781485108156,341.50965019874275,586.9050016273068
25.869502629733212,75.97719890894237,169.1298866055666,Apartments,75.35274678473228,149.77625275212017,1078.2814359356305
29.470940759716473,52.716504748597316,258.7432296219804,Single House,3.5071225764672995,262.50136863256085,476.2850082079375
30.544448055999272,70.9240660403315,326.2645094864355,Single House,5.2247508617151235,263.5513539459529,521.5791828295337
40.23785837269314,83.21112621821405,249.97565301509752,Apartments,62.637870963615086,51.60151045038678,920.3787999643275
24.919471920849666,35.83263103528222,315.5355168135935,Single House,5.757578767888491,206.06393012664662,408.57884374410577
35.90603357526728,67.04095268702831,279.1046205105865,Townhouse,6.510810666347796,168.00302703514637,449.0189066111322
30.172526178417474,56.672943775518746,210.10473198526532,Apartments,36.53097204323628,141.14125620395365,675.5579238872148
34.407468808953325,85.27868688692703,261.05293145669583,Single House,4.9219153660486095,238.89691829669493,523.7947138015387
24.326460597998956,81.08282142399143,89.18824433632105,Single House,4.042395106311524,299.02801614839257,527.2475996830606
29.056788749624054,28.005924426477407,325.9855709377082,Single House,3.8576377199909127,204.58987137978187,390.6225788229956
36.97282249997005,98.75496352968953,308.80389069437894,Single House,4.444683850132284,265.80877845382383,567.791589024051
25.47359836595196,73.96828625200286,238.08912550079293,Single House,4.781781309053073,197.71403222872908,436.8989064612103
28.50880813571636,88.00274383363298,46.35271401514646,Single House,4.202535163636791,323.1470703691856,560.4290270578019
33.35411259776613,92.25631357713839,243.32928196573488,Single House,4.36483118567115,289.91319083788994,558.9550721877844
28.768450141135354,105.27549651914823,274.40728293469056,Single House,5.695501445307582,230.94797809342293,529.7925234199452
28.983110250621298,93.91143793562884,79.04399390455981,Single House,5.370377197634728,264.44456112747287,520.6832239209764
32.80750521056848,78.25003172523536,128.23298944174488,Single House,5.468469447062635,214.13897543068407,483.6559303022192
16.819751986306905,63.89836602410587,118.74023779776155,Apartments,36.52891324464387,57.264053994181324,562.4104894071264
24.911773688712984,52.07252985484793,133.39329743028523,Single House,3.8365991878057395,273.37768920625604,460.63004784500134
28.94900472712954,39.89202006678728,137.26009781134547,Townhouse,10.822299530079153,122.83859049633894,372.96934821865085
30.06004663734897,62.57059495663095,319.91748488948747,Single House,5.502976839614362,223.9755149619053,472.82884880714823
26.110844404041284,77.97439817205247,178.85891420102232,Single House,5.940636291642388,253.50163603123409,500.4977393415107
29.72850317639832,62.85062384926931,292.80604321052203,Single House,3.2637098341165505,202.38770967558426,434.06447321226716
44.2329321811732,76.18060565621764,44.669118181617534,Single House,3.343450028653022,246.7616642902727,510.3434303091998
33.3509365080427,59.529139727450335,276.67479785953424,Single House,5.367758552178437,162.4351368930933,416.2134964763061
31.95084524178805,41.771164949617855,225.47356824161463,Single House,3.8590839203327287,224.68262456925473,426.83449310387016
29.799604799656542,56.27035366765879,119.60192732443328,Apartments,39.162285110582516,114.54322479194693,679.3576172155841
35.4211159087375,91.7002419009987,162.583422423203,Single House,3.3308648551066216,280.7106917934662,545.9218176731218
37.69719881631051,48.98141801997133,173.0898235288968,Townhouse,8.583518269428982,135.5775909740327,414.2841597888043
37.09711804069883,49.447131848810635,85.70171484519666,Single House,4.9863222257085384,269.1533804271968,503.62339941143284
44.554481334540114,80.44419187919758,105.1706322654307,Townhouse,7.5011643973536595,182.98501658277118,497.92552206648537
20.46370350296369,51.936162065911134,113.50646677567401,Single House,5.54786071700925,165.44558129483084,352.30528126093765
33.39892538976622,67.00852142291104,196.64483587228958,Single House,3.5328663353642087,234.15495451080076,471.38048703929513
32.658311140550104,62.642140914706694,322.80932473392613,Apartments,78.71385246796058,81.23683609239595,1071.3115318745495
33.756108214392626,61.62282927298138,237.98514257923114,Single House,3.410706320044459,275.8462681103714,497.3176548549397
20.08971820008263,86.6702721962385,220.2143455237012,Single House,4.700073332964185,264.0599595022636,501.65989919108114
35.99254093400906,60.20533292370847,256.73996290174455,Single House,5.609779038086068,180.83861315210504,435.90748013650636
28.03040168948906,94.8241070486176,67.00247632499475,Single House,3.2929351052964164,164.08205223059113,395.2190691045706
19.47524706713409,71.39477875524697,177.38126795168216,Single House,5.612135678959155,307.5634565327531,532.3373525162209
37.34842461411286,57.62509613706767,55.34048247372688,Single House,4.077240039233844,261.2143659546521,476.2778145332081
31.600717303617316,69.9734455711764,243.25683062066315,Townhouse,6.716466939680865,131.40273544232346,401.30701457581915
26.247656366850208,84.89837173302912,165.67931356991295,Single House,4.96947721015731,276.8014523297099,523.4260925752873
25.98984152818219,56.105269964997944,214.20064189541682,Single House,3.945090073228009,177.2855675525288,388.2286622894013
26.076844201616925,89.06746909769707,117.61515393637895,Townhouse,6.3329454330947605,130.04374908558555,400.09195459437257
